year,plot,stake,species,abundance
1995,14,77,Bail mult,1
1995,14,77,Bail mult,1
1995,18,13,Bail mult,1
1995,18,13,Bail mult,1
1995,18,51,Bail mult,1
1995,18,51,Bail mult,1
1995,24,33,Bail mult,3
1995,24,33,Bail mult,3
1995,18,15,Brom rube,1
1995,1,51,Caly wrig,2
1995,1,55,Caly wrig,1
1995,1,57,Caly wrig,2
1995,1,71,Caly wrig,1
1995,1,73,Caly wrig,4
1995,2,15,Caly wrig,1
1995,2,17,Caly wrig,3
1995,2,35,Caly wrig,2
1995,2,37,Caly wrig,2
1995,2,53,Caly wrig,5
1995,2,57,Caly wrig,1
1995,2,75,Caly wrig,1
1995,2,77,Caly wrig,1
1995,3,17,Caly wrig,1
1995,3,55,Caly wrig,4
1995,3,73,Caly wrig,2
1995,3,77,Caly wrig,1
1995,4,15,Caly wrig,1
1995,4,31,Caly wrig,2
1995,4,51,Caly wrig,2
1995,4,53,Caly wrig,2
1995,4,71,Caly wrig,1
1995,4,77,Caly wrig,2
1995,5,11,Caly wrig,1
1995,5,17,Caly wrig,1
1995,5,37,Caly wrig,1
1995,5,53,Caly wrig,1
1995,5,57,Caly wrig,1
1995,5,71,Caly wrig,1
1995,5,73,Caly wrig,1
1995,5,75,Caly wrig,1
1995,6,31,Caly wrig,4
1995,6,37,Caly wrig,9
1995,6,51,Caly wrig,3
1995,6,71,Caly wrig,1
1995,6,77,Caly wrig,3
1995,8,11,Caly wrig,1
1995,8,17,Caly wrig,1
1995,8,31,Caly wrig,2
1995,8,51,Caly wrig,2
1995,8,53,Caly wrig,1
1995,8,55,Caly wrig,2
1995,8,57,Caly wrig,1
1995,8,73,Caly wrig,2
1995,9,13,Caly wrig,1
1995,9,17,Caly wrig,2
1995,9,33,Caly wrig,1
1995,9,51,Caly wrig,2
1995,9,57,Caly wrig,1
1995,9,71,Caly wrig,5
1995,9,73,Caly wrig,3
1995,9,77,Caly wrig,1
1995,10,11,Caly wrig,1
1995,10,17,Caly wrig,5
1995,10,35,Caly wrig,4
1995,10,37,Caly wrig,1
1995,11,11,Caly wrig,3
1995,11,13,Caly wrig,2
1995,11,15,Caly wrig,4
1995,11,17,Caly wrig,3
1995,11,31,Caly wrig,2
1995,11,35,Caly wrig,1
1995,11,37,Caly wrig,6
1995,11,53,Caly wrig,1
1995,11,73,Caly wrig,1
1995,12,11,Caly wrig,1
1995,12,13,Caly wrig,4
1995,12,17,Caly wrig,8
1995,12,31,Caly wrig,2
1995,12,37,Caly wrig,2
1995,12,51,Caly wrig,5
1995,12,53,Caly wrig,1
1995,12,55,Caly wrig,2
1995,12,71,Caly wrig,3
1995,12,73,Caly wrig,2
1995,13,13,Caly wrig,1
1995,13,35,Caly wrig,2
1995,13,71,Caly wrig,1
1995,13,73,Caly wrig,1
1995,13,75,Caly wrig,1
1995,13,77,Caly wrig,1
1995,14,13,Caly wrig,1
1995,14,15,Caly wrig,1
1995,14,17,Caly wrig,2
1995,14,31,Caly wrig,1
1995,14,35,Caly wrig,1
1995,14,51,Caly wrig,1
1995,14,57,Caly wrig,2
1995,15,31,Caly wrig,1
1995,15,37,Caly wrig,1
1995,15,77,Caly wrig,1
1995,16,57,Caly wrig,1
1995,16,71,Caly wrig,1
1995,17,11,Caly wrig,2
1995,17,55,Caly wrig,1
1995,17,57,Caly wrig,2
1995,17,71,Caly wrig,1
1995,17,77,Caly wrig,3
1995,18,15,Caly wrig,1
1995,18,33,Caly wrig,2
1995,18,51,Caly wrig,1
1995,18,73,Caly wrig,1
1995,18,77,Caly wrig,2
1995,19,15,Caly wrig,2
1995,19,35,Caly wrig,2
1995,19,37,Caly wrig,1
1995,19,77,Caly wrig,1
1995,20,13,Caly wrig,1
1995,20,17,Caly wrig,2
1995,20,33,Caly wrig,1
1995,20,35,Caly wrig,1
1995,20,53,Caly wrig,2
1995,20,57,Caly wrig,2
1995,21,11,Caly wrig,2
1995,21,13,Caly wrig,1
1995,21,33,Caly wrig,1
1995,21,55,Caly wrig,2
1995,22,11,Caly wrig,2
1995,22,15,Caly wrig,1
1995,22,17,Caly wrig,1
1995,22,31,Caly wrig,3
1995,22,35,Caly wrig,1
1995,22,37,Caly wrig,1
1995,22,53,Caly wrig,1
1995,22,55,Caly wrig,1
1995,22,57,Caly wrig,1
1995,22,73,Caly wrig,1
1995,22,75,Caly wrig,1
1995,22,77,Caly wrig,1
1995,23,15,Caly wrig,1
1995,23,31,Caly wrig,1
1995,23,75,Caly wrig,1
1995,24,11,Caly wrig,1
1995,24,15,Caly wrig,1
1995,24,35,Caly wrig,2
1995,24,37,Caly wrig,1
1995,24,51,Caly wrig,2
1995,24,71,Caly wrig,1
1995,24,73,Caly wrig,1
1995,24,77,Caly wrig,4
1995,1,17,Chae stev,2
1995,1,31,Chae stev,3
1995,1,33,Chae stev,1
1995,4,11,Chae stev,2
1995,4,13,Chae stev,1
1995,4,33,Chae stev,4
1995,4,37,Chae stev,1
1995,4,53,Chae stev,8
1995,4,57,Chae stev,1
1995,4,73,Chae stev,2
1995,4,75,Chae stev,1
1995,6,15,Chae stev,7
1995,6,57,Chae stev,8
1995,8,53,Chae stev,1
1995,8,73,Chae stev,1
1995,8,75,Chae stev,1
1995,8,77,Chae stev,1
1995,11,33,Chae stev,1
1995,11,35,Chae stev,12
1995,11,37,Chae stev,12
1995,11,53,Chae stev,5
1995,11,55,Chae stev,3
1995,11,57,Chae stev,9
1995,11,75,Chae stev,22
1995,12,11,Chae stev,8
1995,12,13,Chae stev,1
1995,12,15,Chae stev,18
1995,12,17,Chae stev,4
1995,12,31,Chae stev,2
1995,12,33,Chae stev,1
1995,12,35,Chae stev,3
1995,12,37,Chae stev,5
1995,12,51,Chae stev,3
1995,12,53,Chae stev,42
1995,12,55,Chae stev,7
1995,12,57,Chae stev,4
1995,12,71,Chae stev,3
1995,12,75,Chae stev,8
1995,12,77,Chae stev,14
1995,13,11,Chae stev,2
1995,13,13,Chae stev,3
1995,13,15,Chae stev,1
1995,13,57,Chae stev,3
1995,14,15,Chae stev,1
1995,16,55,Chae stev,7
1995,16,77,Chae stev,1
1995,18,11,Chae stev,5
1995,18,13,Chae stev,6
1995,18,15,Chae stev,6
1995,18,17,Chae stev,38
1995,18,31,Chae stev,21
1995,18,33,Chae stev,1
1995,18,35,Chae stev,2
1995,18,37,Chae stev,1
1995,18,55,Chae stev,3
1995,18,57,Chae stev,1
1995,18,71,Chae stev,1
1995,18,75,Chae stev,26
1995,18,77,Chae stev,3
1995,19,11,Chae stev,1
1995,19,13,Chae stev,18
1995,19,15,Chae stev,2
1995,19,17,Chae stev,1
1995,19,33,Chae stev,3
1995,19,35,Chae stev,3
1995,19,37,Chae stev,6
1995,19,51,Chae stev,5
1995,19,53,Chae stev,16
1995,19,55,Chae stev,1
1995,19,57,Chae stev,4
1995,19,71,Chae stev,55
1995,19,73,Chae stev,22
1995,19,75,Chae stev,18
1995,19,77,Chae stev,13
1995,20,35,Chae stev,1
1995,21,11,Chae stev,6
1995,21,13,Chae stev,5
1995,21,15,Chae stev,1
1995,21,17,Chae stev,1
1995,21,33,Chae stev,4
1995,21,35,Chae stev,8
1995,21,37,Chae stev,2
1995,21,71,Chae stev,1
1995,21,73,Chae stev,11
1995,22,11,Chae stev,1
1995,22,13,Chae stev,8
1995,23,11,Chae stev,1
1995,23,13,Chae stev,2
1995,23,15,Chae stev,1
1995,23,31,Chae stev,1
1995,23,33,Chae stev,4
1995,23,35,Chae stev,5
1995,23,37,Chae stev,7
1995,23,51,Chae stev,10
1995,23,55,Chae stev,10
1995,23,57,Chae stev,15
1995,23,71,Chae stev,1
1995,23,75,Chae stev,2
1995,24,11,Chae stev,11
1995,1,13,Chen frem,7
1995,1,13,Chen frem,7
1995,1,51,Chen frem,2
1995,1,51,Chen frem,2
1995,1,55,Chen frem,1
1995,1,55,Chen frem,1
1995,2,55,Chen frem,1
1995,2,55,Chen frem,1
1995,3,11,Chen frem,5
1995,3,11,Chen frem,5
1995,3,15,Chen frem,2
1995,3,15,Chen frem,2
1995,3,31,Chen frem,1
1995,3,31,Chen frem,1
1995,3,35,Chen frem,1
1995,3,35,Chen frem,1
1995,3,71,Chen frem,1
1995,3,71,Chen frem,1
1995,4,33,Chen frem,3
1995,4,33,Chen frem,3
1995,4,37,Chen frem,2
1995,4,37,Chen frem,2
1995,4,53,Chen frem,6
1995,4,53,Chen frem,6
1995,4,55,Chen frem,4
1995,4,55,Chen frem,4
1995,4,57,Chen frem,2
1995,4,57,Chen frem,2
1995,4,71,Chen frem,2
1995,4,71,Chen frem,2
1995,4,77,Chen frem,3
1995,4,77,Chen frem,3
1995,5,17,Chen frem,2
1995,5,17,Chen frem,2
1995,5,51,Chen frem,1
1995,5,51,Chen frem,1
1995,5,73,Chen frem,2
1995,5,73,Chen frem,2
1995,5,75,Chen frem,1
1995,5,75,Chen frem,1
1995,6,11,Chen frem,1
1995,6,11,Chen frem,1
1995,6,31,Chen frem,1
1995,6,31,Chen frem,1
1995,6,33,Chen frem,2
1995,6,33,Chen frem,2
1995,6,37,Chen frem,1
1995,6,37,Chen frem,1
1995,6,51,Chen frem,20
1995,6,51,Chen frem,20
1995,6,53,Chen frem,7
1995,6,53,Chen frem,7
1995,6,55,Chen frem,2
1995,6,55,Chen frem,2
1995,6,57,Chen frem,26
1995,6,57,Chen frem,26
1995,6,71,Chen frem,2
1995,6,71,Chen frem,2
1995,7,15,Chen frem,1
1995,7,15,Chen frem,1
1995,7,37,Chen frem,3
1995,7,37,Chen frem,3
1995,8,15,Chen frem,1
1995,8,15,Chen frem,1
1995,8,51,Chen frem,4
1995,8,51,Chen frem,4
1995,8,75,Chen frem,1
1995,8,75,Chen frem,1
1995,9,57,Chen frem,1
1995,9,57,Chen frem,1
1995,10,13,Chen frem,5
1995,10,13,Chen frem,5
1995,10,15,Chen frem,1
1995,10,15,Chen frem,1
1995,10,31,Chen frem,7
1995,10,31,Chen frem,7
1995,10,33,Chen frem,1
1995,10,33,Chen frem,1
1995,10,35,Chen frem,1
1995,10,35,Chen frem,1
1995,10,71,Chen frem,6
1995,10,71,Chen frem,6
1995,11,15,Chen frem,1
1995,11,15,Chen frem,1
1995,11,37,Chen frem,1
1995,11,37,Chen frem,1
1995,13,37,Chen frem,2
1995,13,37,Chen frem,2
1995,13,51,Chen frem,1
1995,13,51,Chen frem,1
1995,13,57,Chen frem,1
1995,13,57,Chen frem,1
1995,13,71,Chen frem,2
1995,13,71,Chen frem,2
1995,14,13,Chen frem,1
1995,14,13,Chen frem,1
1995,14,35,Chen frem,1
1995,14,35,Chen frem,1
1995,15,51,Chen frem,2
1995,15,51,Chen frem,2
1995,16,17,Chen frem,1
1995,16,17,Chen frem,1
1995,17,15,Chen frem,2
1995,17,15,Chen frem,2
1995,17,33,Chen frem,1
1995,17,33,Chen frem,1
1995,17,51,Chen frem,1
1995,17,51,Chen frem,1
1995,17,53,Chen frem,1
1995,17,53,Chen frem,1
1995,18,11,Chen frem,3
1995,18,11,Chen frem,3
1995,18,31,Chen frem,3
1995,18,31,Chen frem,3
1995,20,75,Chen frem,1
1995,20,75,Chen frem,1
1995,21,35,Chen frem,4
1995,21,35,Chen frem,4
1995,21,75,Chen frem,1
1995,21,75,Chen frem,1
1995,23,31,Chen frem,1
1995,23,31,Chen frem,1
1995,23,37,Chen frem,1
1995,23,37,Chen frem,1
1995,23,53,Chen frem,3
1995,23,53,Chen frem,3
1995,23,75,Chen frem,1
1995,23,75,Chen frem,1
1995,24,15,Chen frem,2
1995,24,15,Chen frem,2
1995,1,13,Cryp cras,3
1995,1,15,Cryp cras,5
1995,1,31,Cryp cras,1
1995,1,55,Cryp cras,2
1995,1,75,Cryp cras,1
1995,4,33,Cryp cras,1
1995,4,53,Cryp cras,1
1995,4,57,Cryp cras,1
1995,5,17,Cryp cras,1
1995,6,53,Cryp cras,1
1995,8,13,Cryp cras,2
1995,8,77,Cryp cras,1
1995,9,73,Cryp cras,2
1995,11,31,Cryp cras,1
1995,12,57,Cryp cras,1
1995,13,17,Cryp cras,1
1995,13,55,Cryp cras,1
1995,14,15,Cryp cras,2
1995,14,31,Cryp cras,1
1995,14,35,Cryp cras,1
1995,14,55,Cryp cras,2
1995,14,73,Cryp cras,3
1995,15,17,Cryp cras,1
1995,15,57,Cryp cras,3
1995,16,55,Cryp cras,1
1995,16,75,Cryp cras,1
1995,17,35,Cryp cras,1
1995,17,77,Cryp cras,5
1995,18,17,Cryp cras,1
1995,18,31,Cryp cras,1
1995,18,33,Cryp cras,2
1995,18,35,Cryp cras,1
1995,18,57,Cryp cras,1
1995,20,11,Cryp cras,1
1995,20,35,Cryp cras,1
1995,21,17,Cryp cras,1
1995,22,51,Cryp cras,1
1995,22,55,Cryp cras,2
1995,24,53,Cryp cras,7
1995,24,77,Cryp cras,2
1995,1,11,Cryp micr,65
1995,1,13,Cryp micr,2
1995,1,17,Cryp micr,51
1995,1,31,Cryp micr,1
1995,1,35,Cryp micr,1
1995,1,37,Cryp micr,1
1995,1,51,Cryp micr,1
1995,1,53,Cryp micr,4
1995,1,57,Cryp micr,3
1995,1,71,Cryp micr,40
1995,1,73,Cryp micr,4
1995,1,75,Cryp micr,64
1995,1,77,Cryp micr,82
1995,2,11,Cryp micr,309
1995,2,13,Cryp micr,1
1995,2,17,Cryp micr,3
1995,2,31,Cryp micr,8
1995,2,33,Cryp micr,78
1995,2,35,Cryp micr,44
1995,2,51,Cryp micr,2
1995,2,53,Cryp micr,123
1995,2,57,Cryp micr,21
1995,2,71,Cryp micr,6
1995,2,73,Cryp micr,1
1995,2,75,Cryp micr,42
1995,2,77,Cryp micr,6
1995,3,11,Cryp micr,1
1995,3,35,Cryp micr,3
1995,3,51,Cryp micr,56
1995,3,53,Cryp micr,3
1995,3,71,Cryp micr,1
1995,3,73,Cryp micr,2
1995,3,75,Cryp micr,1
1995,4,31,Cryp micr,5
1995,5,71,Cryp micr,1
1995,6,17,Cryp micr,1
1995,6,33,Cryp micr,2
1995,6,53,Cryp micr,1
1995,6,57,Cryp micr,1
1995,6,77,Cryp micr,13
1995,7,35,Cryp micr,2
1995,7,77,Cryp micr,1
1995,8,11,Cryp micr,28
1995,8,13,Cryp micr,128
1995,8,15,Cryp micr,3
1995,8,31,Cryp micr,14
1995,8,33,Cryp micr,36
1995,8,35,Cryp micr,13
1995,8,37,Cryp micr,6
1995,8,51,Cryp micr,1
1995,8,53,Cryp micr,13
1995,8,55,Cryp micr,1
1995,8,73,Cryp micr,1
1995,9,11,Cryp micr,5
1995,9,13,Cryp micr,71
1995,9,15,Cryp micr,18
1995,9,17,Cryp micr,1
1995,9,73,Cryp micr,4
1995,9,77,Cryp micr,2
1995,10,15,Cryp micr,2
1995,10,17,Cryp micr,1
1995,10,31,Cryp micr,1
1995,10,33,Cryp micr,3
1995,10,37,Cryp micr,18
1995,10,55,Cryp micr,8
1995,10,57,Cryp micr,2
1995,10,73,Cryp micr,1
1995,10,75,Cryp micr,14
1995,11,11,Cryp micr,67
1995,11,13,Cryp micr,25
1995,11,15,Cryp micr,15
1995,11,31,Cryp micr,4
1995,11,33,Cryp micr,8
1995,11,35,Cryp micr,1
1995,11,57,Cryp micr,13
1995,12,11,Cryp micr,1
1995,12,13,Cryp micr,14
1995,12,17,Cryp micr,3
1995,12,31,Cryp micr,2
1995,12,35,Cryp micr,1
1995,12,37,Cryp micr,8
1995,12,51,Cryp micr,6
1995,12,53,Cryp micr,4
1995,13,15,Cryp micr,3
1995,13,17,Cryp micr,5
1995,13,31,Cryp micr,4
1995,13,33,Cryp micr,18
1995,13,37,Cryp micr,3
1995,13,71,Cryp micr,1
1995,14,11,Cryp micr,2
1995,14,15,Cryp micr,6
1995,14,35,Cryp micr,4
1995,14,37,Cryp micr,5
1995,14,51,Cryp micr,1
1995,14,57,Cryp micr,2
1995,16,71,Cryp micr,3
1995,16,75,Cryp micr,1
1995,17,11,Cryp micr,2
1995,17,13,Cryp micr,2
1995,17,17,Cryp micr,4
1995,17,31,Cryp micr,4
1995,17,33,Cryp micr,4
1995,17,35,Cryp micr,3
1995,17,37,Cryp micr,15
1995,17,51,Cryp micr,16
1995,17,53,Cryp micr,2
1995,17,55,Cryp micr,18
1995,17,73,Cryp micr,2
1995,18,37,Cryp micr,1
1995,18,51,Cryp micr,4
1995,18,77,Cryp micr,14
1995,19,15,Cryp micr,11
1995,19,17,Cryp micr,80
1995,19,35,Cryp micr,38
1995,19,37,Cryp micr,14
1995,19,53,Cryp micr,1
1995,19,57,Cryp micr,1
1995,20,13,Cryp micr,27
1995,20,17,Cryp micr,23
1995,20,31,Cryp micr,1
1995,20,33,Cryp micr,53
1995,20,35,Cryp micr,6
1995,20,37,Cryp micr,16
1995,20,53,Cryp micr,1
1995,20,55,Cryp micr,3
1995,20,75,Cryp micr,2
1995,20,77,Cryp micr,1
1995,21,13,Cryp micr,34
1995,21,15,Cryp micr,2
1995,21,17,Cryp micr,1
1995,21,33,Cryp micr,1
1995,21,51,Cryp micr,1
1995,21,75,Cryp micr,1
1995,21,77,Cryp micr,6
1995,22,11,Cryp micr,1
1995,22,13,Cryp micr,7
1995,22,15,Cryp micr,3
1995,22,17,Cryp micr,18
1995,22,31,Cryp micr,10
1995,22,33,Cryp micr,6
1995,22,35,Cryp micr,8
1995,22,37,Cryp micr,20
1995,22,53,Cryp micr,22
1995,22,55,Cryp micr,14
1995,22,57,Cryp micr,11
1995,22,71,Cryp micr,27
1995,22,73,Cryp micr,6
1995,22,75,Cryp micr,2
1995,22,77,Cryp micr,8
1995,23,17,Cryp micr,19
1995,23,37,Cryp micr,7
1995,23,71,Cryp micr,1
